klusters_tree_list3	obs
48	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__32020bp__000294..full
30	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__32412bp__000280..full
65	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__32660bp__000276..full
48	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__32686bp__000275..full
48	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__32762bp__000270..full
27	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__32831bp__000267..full
52	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__32839bp__000266..full
62	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__33060bp__000262..full
33	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__33243bp__000256..full
48	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__33358bp__000254..full
27	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__33744bp__000247..full
27	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__33854bp__000246..full
48	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__33949bp__000244..full
54	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__34171bp__000240..full
66	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__34357bp__000237..full
55	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__34416bp__000235..full
29	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__34740bp__000231..full
12	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__35200bp__000224..full
35	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__35413bp__000223..full
5	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__35595bp__000219..full
11	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__35828bp__000215..full
60	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__35859bp__000214..full
35	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__35960bp__000210..full
56	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__36235bp__000206..full
11	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__36668bp__000202..full
56	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__37230bp__000196..full
52	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__37314bp__000195..full
67	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__37544bp__000192..full
57	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__37613bp__000190..full
49	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__37720bp__000189..full
11	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__38053bp__000186..full
54	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__38200bp__000181..full
12	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__38935bp__000171..full
35	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__38940bp__000170..full
27	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__38990bp__000169..full
54	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__39999bp__000157..full
65	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__40400bp__000153..full
1	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__40839bp__000149..full
17	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__41583bp__000139..full
54	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__42135bp__000131..full
21	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__42268bp__000128..full
17	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__42872bp__000122..full
30	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__43130bp__000117..full
22	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__46719bp__000100..full
18	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__47386bp__000095..full
4	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__52048bp__000072..full
25	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__52796bp__000065..full
52	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__54193bp__000064..full
48	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__54547bp__000062..full
1	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__55503bp__000059..full
17	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__55750bp__000057..full
27	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__56748bp__000053..full
17	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__57052bp__000051..full
60	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__58638bp__000047..full
35	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__59862bp__000045..full
68	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__60895bp__000042..full
30	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__61068bp__000041..full
48	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__71373bp__000022..full
52	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__73575bp__000020..full
48	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__73761bp__000019..full
57	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__93028bp__000010..full
49	X2019.Apr.viral.fraction__viral.spades.short__as.yet.unknown__99256bp__000007..full
50	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__108348bp__000012..full
12	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__109787bp__000011..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__113000bp__000010..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__115863bp__000009..full
47	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__12673bp__002359..full
43	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__13167bp__002173..full
55	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__134331bp__000005..full
20	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__14017bp__001893..full
43	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__14383bp__001800..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__150091bp__000004..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__15291bp__001616..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__15641bp__001542..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__16252bp__001440..full
71	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__16438bp__001407..full
72	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__16566bp__001381..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__16679bp__001366..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__16763bp__001349..full
71	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__16844bp__001331..full
73	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__16911bp__001318..full
59	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__16913bp__001317..full
67	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__17498bp__001232..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__17511bp__001231..full
1	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__17811bp__001188..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__17860bp__001182..full
74	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__18027bp__001162..full
42	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__18097bp__001152..full
75	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__18234bp__001130..full
42	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__18243bp__001129..full
47	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__18350bp__001104..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__18532bp__001073..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__19128bp__000998..full
76	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__203785bp__000001..full
3	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__20396bp__000887..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__20451bp__000881..full
12	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__20475bp__000877..full
50	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__20767bp__000853..full
77	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__20902bp__000826..full
73	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__20926bp__000824..full
42	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__21908bp__000756..full
23	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__22176bp__000736..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__22626bp__000705..full
47	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__22655bp__000702..full
25	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__22671bp__000700..full
50	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__22677bp__000699..full
47	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__23032bp__000681..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__23097bp__000675..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__23163bp__000670..full
74	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__23537bp__000645..full
12	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__23665bp__000634..full
78	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__23710bp__000629..full
67	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__23810bp__000625..full
39	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__23833bp__000620..full
25	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__24228bp__000591..full
67	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__24355bp__000585..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__24449bp__000580..full
47	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__24608bp__000576..full
12	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__25539bp__000531..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__25649bp__000527..full
79	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__25893bp__000514..full
26	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__26292bp__000503..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__26671bp__000494..full
80	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__26748bp__000488..full
42	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__26855bp__000480..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__26911bp__000478..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__27600bp__000457..full
47	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__28314bp__000439..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__28507bp__000433..full
47	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__28618bp__000427..full
81	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__28817bp__000416..full
43	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__29081bp__000409..full
12	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__29175bp__000402..full
73	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__29368bp__000398..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__29464bp__000394..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__29476bp__000393..full
43	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__29520bp__000392..full
67	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__29786bp__000382..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__30046bp__000378..full
12	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__30277bp__000365..full
12	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__30396bp__000362..full
82	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__30886bp__000352..full
47	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__30920bp__000351..full
22	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__31107bp__000344..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__31327bp__000338..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__31651bp__000332..full
22	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__31665bp__000331..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__31932bp__000320..full
43	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__32050bp__000319..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__32384bp__000310..full
25	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__32877bp__000295..full
52	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__32927bp__000294..full
68	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__32935bp__000293..full
78	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__33096bp__000289..full
12	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__33223bp__000286..full
12	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__33253bp__000285..full
78	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__33393bp__000278..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__33733bp__000266..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__34358bp__000255..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__34406bp__000254..full
43	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__34602bp__000251..full
50	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__35067bp__000245..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__35320bp__000236..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__35524bp__000231..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__35899bp__000227..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__36361bp__000223..full
41	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__36434bp__000220..full
77	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__36696bp__000213..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__36815bp__000208..full
79	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__36924bp__000207..full
77	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__37383bp__000202..full
83	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__37554bp__000200..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__37693bp__000196..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__37895bp__000194..full
84	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__37898bp__000193..full
50	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__38278bp__000185..full
75	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__38335bp__000184..full
69	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__38429bp__000183..full
17	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__38477bp__000181..full
76	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__39160bp__000175..full
2	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__39385bp__000173..full
82	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__40267bp__000162..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__40326bp__000161..full
75	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__41281bp__000157..full
50	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__41598bp__000156..full
84	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__41815bp__000155..full
70	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__41876bp__000154..full
50	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__42025bp__000153..full
78	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__43125bp__000145..full
84	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__43240bp__000143..full
20	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__43266bp__000141..full
12	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__43905bp__000135..full
78	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__44233bp__000131..full
74	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__44238bp__000130..full
81	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__46305bp__000118..full
71	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__47694bp__000111..full
67	X2019.Aug.viral.fraction__viral.spades.short__as.yet.unknown__48000bp__000110..full
